1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,1,0,0,0,0,1,0,50,0,1
1,1,1,1,1,0,51,0,0,1,0,0,1
1,1,1,1,0,0,0,0,0,0,0,1,1
1,50,0,0,0,1,0,0,1,0,0,0,1
1,0,0,51,0,0,0,1,0,0,0,0,1
1,1,0,0,0,0,0,0,1,1,0,0,1
-
1,0,1,0,51,0,0,1,0,0,0,0,1
1,0,1,1,0,0,0,0,1,0,0,0,1
1,50,1,0,1,0,1,0,0,1,0,0,1
1,1,1,1,0,0,0,0,0,0,0,1,1
1,0,1,0,0,1,0,0,1,0,51,0,1
1,0,1,51,0,1,0,1,50,0,0,0,1
1,1,0,0,0,0,0,0,1,1,0,0,1
-
1,0,0,0,0,0,0,1,0,1,0,0,1
1,0,0,1,50,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,0,0,1,0,50,1
1,1,0,1,0,0,51,0,0,1,0,1,1
1,0,0,0,0,1,0,0,1,1,51,0,1
1,0,0,51,0,1,0,1,1,1,0,0,1
1,1,0,0,0,0,0,0,1,0,0,0,1
