1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,0,1,0,1,51,1,1,1,1,1
1,0,0,0,0,0,0,0,0,76,1,1,1
1,0,1,1,0,1,0,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,1,1,1,1,1
-
1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,1,1,0,75,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,0,0,0,1,1,1,1
-
1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,0,50,0,1,1,1,1,1
1,1,1,1,1,0,0,0,50,0,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,0,0,0,0,0,0,0,1,1,1
1,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,1,1,1,1
-
1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,1,1,1
1,1,1,51,0,0,100,0,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
